Lake_Year,Lake,Year,Item #,Identity,Group,Length,Sex,Weight,Well_ID,d13C,C ug,d15N,N ug,Identity_old
Angle_2009,Angle,2009,AGL14 C,Macrophyte 2,Aquatic plant,NA,NA,2.097,A8,-16.644698999144506,715.7728245748217,2.295801932822581,41.600146391370785,Macrophyte 2
Angle_2009,Angle,2009,AGL14 D,Macrophyte 2,Aquatic plant,NA,NA,1.847,A9,-10.388193457593522,879.8540564049555,6.748312674903299,73.9554883721677,Macrophyte 2
Angle_2009,Angle,2009,AGL15 A,Macrophyte 3,Aquatic plant,NA,NA,2.0169999999999999,A10,-8.762275466755415,823.0414148831659,4.288776678221906,100.69611243098866,Macrophyte 3
Angle_2009,Angle,2009,AGL15 B,Macrophyte 3,Aquatic plant,NA,NA,1.839,A11,-9.014117086257619,1018.9576315875274,4.661812393826632,126.03285076490245,Macrophyte 3
Angle_2009,Angle,2009,AGL15 C,Macrophyte 3,Aquatic plant,NA,NA,2.343,A12,-11.816346998824297,798.2177487429794,4.465784129108527,59.713320487967096,Macrophyte 3
Angle_2009,Angle,2009,AGL15 D,Macrophyte 3,Aquatic plant,NA,NA,1.9510000000000001,B1,-9.584592139626084,861.3713546667228,5.72294130831491,107.349711496095,Macrophyte 3
Angle_2009,Angle,2009,AGL9,Bivalvia,Bivalve,NA,NA,0.87,C1,-27.024828921343847,422.3751432436949,2.0623846738849143,86.26973725656592,Bivalvia
Angle_2009,Angle,2009,AGL16,Pacifastacus leniusculus,Crayfish,46.3,M,0.98599999999999999,C7,-21.285002665177743,441.6005028184763,10.71534585581583,140.1629925448835,Pacifastacus leniusculus
Angle_2009,Angle,2009,AGL33,Ambloplites rupestris,Fish,32,NA,0.76900000000000002,D12,-22.013803158794715,322.01754933870706,10.03166320165848,99.57805187001732,Ambloplites rupestris
Angle_2009,Angle,2009,AGL34,Ambloplites rupestris,Fish,32,NA,1.0169999999999999,E1,-22.23977339350809,434.86763652985536,9.659490258809488,131.08732161146207,Ambloplites rupestris
Angle_2009,Angle,2009,AGL35,Ambloplites rupestris,Fish,70,NA,1.0049999999999999,E2,-21.387134620389457,438.7144624832501,10.491399445851847,136.27975289550935,Ambloplites rupestris
Angle_2009,Angle,2009,AGL36,Ambloplites rupestris,Fish,66,NA,0.95899999999999996,E3,-23.19809082277522,442.56269166739554,11.072127895517236,137.57522171326846,Ambloplites rupestris
Angle_2009,Angle,2009,AGL37,Ambloplites rupestris,Fish,85,NA,0.84599999999999997,E4,-21.890228309720797,397.4346215457886,10.85077578454548,123.92015101190651,Ambloplites rupestris
Angle_2009,Angle,2009,AGL38,Ambloplites rupestris,Fish,77,NA,1.0009999999999999,E5,-20.62777422536926,458.9333204930769,10.05383100609392,145.32586699250066,Ambloplites rupestris
Angle_2009,Angle,2009,AGL39,Ambloplites rupestris,Fish,111,NA,1.0960000000000001,E6,-21.298617883663052,512.0707694403931,10.888348053461955,160.71315261044896,Ambloplites rupestris
Angle_2009,Angle,2009,AGL40,Ambloplites rupestris,Fish,121,NA,0.93,E7,-20.71316411324937,439.67638822640356,10.755960102457184,137.57522171326846,Ambloplites rupestris
Angle_2009,Angle,2009,AGL41,Ambloplites rupestris,Fish,149,NA,0.91200000000000003,E8,-22.69268311899862,425.2567107809031,10.987088897824627,131.08732161146207,Ambloplites rupestris
Angle_2009,Angle,2009,AGL42,Ambloplites rupestris,Fish,142,NA,0.98099999999999998,E9,-21.278710440080218,452.1894037622937,11.41707055334172,144.036731782548,Ambloplites rupestris
Angle_2009,Angle,2009,AGL43,Ambloplites rupestris,Fish,139,NA,1.0469999999999999,E10,-23.180254034035222,490.7839540638088,11.502386848494579,155.60094702528338,Ambloplites rupestris
Angle_2009,Angle,2009,AGL44,Ambloplites rupestris,Fish,146,NA,1.3,E11,-24.01618276762822,600.571697929645,12.01452544365892,193.5308044066058,Ambloplites rupestris
Angle_2009,Angle,2009,AGL45,Ambloplites rupestris,Fish,174,NA,1.3540000000000001,E12,-25.618929661933244,631.8655009345821,12.569224055351365,202.86482481897272,Ambloplites rupestris
Angle_2009,Angle,2009,AGL46,Ambloplites rupestris,Fish,165,NA,1.1140000000000001,F1,-24.07682313269787,507.7492154421088,11.610691012637545,160.59040367996462,Ambloplites rupestris
Angle_2009,Angle,2009,AGL24,Cottidae,Fish,90,NA,0.99399999999999999,D3,-23.83171855092993,455.0791275782407,9.163100294944755,143.39176832708375,Cottidae
Angle_2009,Angle,2009,AGL25,Cottidae,Fish,83,NA,1.236,D4,-24.577584960539294,554.7717433841924,7.811376966334996,170.2530152765255,Cottidae
Angle_2009,Angle,2009,AGL26,Cottidae,Fish,38,NA,1.03,D5,-27.586586255163823,441.6005028184763,7.37080168938813,136.27975289550935,Cottidae
Angle_2009,Angle,2009,AGL27,Lepomis gibbosus,Fish,58,NA,1.238,D6,-21.918575721669537,559.6348702723324,10.036105381538837,175.9484316410424,Lepomis gibbosus
Angle_2009,Angle,2009,AGL28,Lepomis gibbosus,Fish,65,NA,1.1359999999999999,D7,-21.78897461077599,515.9456600088029,9.763463735298762,161.98856500348765,Lepomis gibbosus
Angle_2009,Angle,2009,AGL29,Lepomis gibbosus,Fish,61,NA,0.98299999999999998,D8,-23.608812114222438,451.2263378941552,9.852701963368542,140.1629925448835,Lepomis gibbosus
Angle_2009,Angle,2009,AGL30,Lepomis gibbosus,Fish,61,NA,1.1000000000000001,D9,-22.41087046112485,505.29308746966984,10.04419000983388,157.52000337216,Lepomis gibbosus
Angle_2009,Angle,2009,AGL31,Lepomis gibbosus,Fish,58,NA,1.179,D10,-23.213071832989744,533.4000325471876,10.015986931151158,169.61887173439726,Lepomis gibbosus
Angle_2009,Angle,2009,AGL32,Lepomis gibbosus,Fish,116,NA,0.89600000000000002,D11,-23.544658919770306,407.02011373738344,10.821355251849246,129.13580552457745,Lepomis gibbosus
Angle_2009,Angle,2009,AGL18,Micropterus salmoides,Fish,62,NA,0.99099999999999999,C9,-23.450199616085975,450.2633597279387,11.204801107718824,138.86963492972654,Micropterus salmoides
Angle_2009,Angle,2009,AGL19,Micropterus salmoides,Fish,72,NA,1.4079999999999999,C10,-21.366525470351153,629.9070071891158,11.1390079831098,197.89406980815122,Micropterus salmoides
Angle_2009,Angle,2009,AGL20,Micropterus salmoides,Fish,66,NA,0.85299999999999998,C11,-21.801965480837413,374.46522267010533,11.222230506088472,116.72104847299343,Micropterus salmoides
Angle_2009,Angle,2009,AGL21,Micropterus salmoides,Fish,71,NA,0.99,C12,-20.932421498012168,431.02221380721136,10.332461292363313,137.57522171326846,Micropterus salmoides
Angle_2009,Angle,2009,AGL22,Micropterus salmoides,Fish,70,NA,0.91700000000000004,D1,-22.83990254242879,409.8974715823394,10.5351995915499,128.484772361632,Micropterus salmoides
Angle_2009,Angle,2009,AGL23,Micropterus salmoides,Fish,65,NA,1.044,D2,-23.17375820547304,455.0791275782407,11.034638439703496,141.4552945587394,Micropterus salmoides
Angle_2009,Angle,2009,AGL17,Oncorhynchus mykiss,Fish,116,NA,1.075,C8,-26.044371218411765,532.4295997176076,10.100470009628253,146.61394660115226,Oncorhynchus mykiss
Angle_2009,Angle,2009,AGL47,Perca flavescens,Fish,206,NA,1.365,F2,-24.927923678953903,618.0634683666217,11.776769794546832,195.3844582251064,Perca flavescens
Angle_2009,Angle,2009,AGL48,Perca flavescens,Fish,224,NA,1.1639999999999999,F3,-25.70746442626151,529.9344197353173,11.087721369457563,170.00347914439806,Perca flavescens
Angle_2009,Angle,2009,AGL49,Perca flavescens,Fish,212,NA,1.2450000000000001,F4,-24.982358573573457,568.6030854785282,11.358685838926922,179.9688949973939,Perca flavescens
Angle_2009,Angle,2009,AGL50,Perca flavescens,Fish,207,NA,0.86499999999999999,F5,-24.78661082083482,399.27498684657957,11.447389921698287,125.49209967884511,Perca flavescens
Angle_2009,Angle,2009,AGL51,Perca flavescens,Fish,210,NA,0.86199999999999999,F6,-24.951988820996334,387.8066126885078,11.038366247576569,124.19851430945516,Perca flavescens
Angle_2009,Angle,2009,AGL52,Perca flavescens,Fish,228,NA,1.284,F7,-25.9292104266248,589.9172394126318,11.203389006717847,183.68591357775776,Perca flavescens
Angle_2009,Angle,2009,AGL11 A,Bellayma chinesis,Gastropod,NA,NA,0.91700000000000004,C3,-24.01349296620432,351.54634010144923,5.698369838429305,77.56272613805235,Bellayma chinesis
Angle_2009,Angle,2009,AGL11 B,Bellayma chinesis,Gastropod,NA,NA,0.94499999999999995,C4,-21.259908341482657,386.90070970701635,5.518456506685777,86.93766004032854,Bellayma chinesis
Angle_2009,Angle,2009,AGL11 C,Bellayma chinesis,Gastropod,NA,NA,1.1379999999999999,C5,-24.588302536454876,432.9447497646895,4.800184850375297,95.59664129964318,Bellayma chinesis
Angle_2009,Angle,2009,AGL11 D,Bellayma chinesis,Gastropod,NA,NA,1.3149999999999999,C6,-22.267379672752092,527.5787510985367,4.969269113116047,127.83347529836131,Bellayma chinesis
Angle_2009,Angle,2009,AGL10,Physidae,Gastropod,NA,NA,1.0329999999999999,C2,-21.338968618623575,475.3292951741937,5.765192549131795,97.58853413629396,Physidae
Angle_2009,Angle,2009,AGL12 A,Detritus,Terrestrial plant,NA,NA,2.2130000000000001,A1,-30.130611958981266,1051.5498631357602,-0.12634329681795842,49.28630421366006,Detritus
Angle_2009,Angle,2009,AGL12 B,Detritus,Terrestrial plant,NA,NA,1.976,A2,-30.79835688923768,887.2354422334237,0.6835345939212918,33.465868888749114,Detritus
Angle_2009,Angle,2009,AGL12 D,Detritus,Terrestrial plant,NA,NA,1.532,A4,-31.504558935062352,763.3398709005859,1.061061308946827,26.055297900318312,Detritus
Angle_2012,Angle,2012,A78,Chara,Algae,NA,NA,NA,NA,-18.109365706337737,1201.871166347987,2.4507543262622487,75.64414385335652,Chara
Angle_2012,Angle,2012,A70,Gammaridae,Aquatic invertebrate,NA,NA,NA,NA,-18.330979710883053,211.80935472723104,4.947623647671595,39.01239929948851,Gammaridae
Angle_2012,Angle,2012,A51a,Isopoda,Aquatic invertebrate,NA,NA,NA,NA,-21.713364935609903,361.91025377061527,5.298788391075891,74.7850039102074,Isopoda
Angle_2012,Angle,2012,A51b,Isopoda,Aquatic invertebrate,NA,NA,NA,NA,-29.077976355190067,382.21546231680946,3.329667128745434,57.42974602409326,Isopoda
Angle_2012,Angle,2012,A69,Isopoda,Aquatic invertebrate,NA,NA,NA,NA,-20.050121786475415,229.0222430340645,3.8163913043723987,47.6764835618405,Isopoda
Angle_2012,Angle,2012,A48,Odonata_damsel,Aquatic invertebrate,NA,NA,NA,NA,-25.61661905933908,429.0545591192122,7.748070274943745,104.53708827563345,Odonata_damsel
Angle_2012,Angle,2012,A62,Odonata_damsel,Aquatic invertebrate,NA,NA,NA,NA,-19.655753840454594,475.8670371787248,6.581132406785903,116.25390968701548,Odonata_damsel
Angle_2012,Angle,2012,A49A,Odonata_dragon,Aquatic invertebrate,NA,NA,NA,NA,-24.511150720602373,458.7055526220502,7.437156067646545,99.51845574360095,Odonata_dragon
Angle_2012,Angle,2012,A49B,Odonata_dragon,Aquatic invertebrate,NA,NA,NA,NA,-24.692315521405398,538.2422676580238,7.600903978520824,117.09118329693418,Odonata_dragon
Angle_2012,Angle,2012,A52,Trichoptera,Aquatic invertebrate,NA,NA,NA,NA,-27.16212515715467,411.88331435681124,2.5647731866550085,69.19235494934634,Trichoptera
Angle_2012,Angle,2012,A55,Trichoptera,Aquatic invertebrate,NA,NA,NA,NA,-27.610061107680693,547.5944706893422,3.160380091292819,78.62597292583116,Trichoptera
Angle_2012,Angle,2012,A65,Trichoptera,Aquatic invertebrate,NA,NA,NA,NA,-20.254593204815862,349.412256403108,5.250564373232686,61.93345436081401,Trichoptera
Angle_2012,Angle,2012,A80,Elodea candensis,Aquatic plant,NA,NA,NA,NA,-9.514377644107853,990.6951636149338,3.2762388921987013,85.56282557243956,Elodea candensis
Angle_2012,Angle,2012,A88,Elodea candensis,Aquatic plant,NA,NA,NA,NA,-15.681384374862679,747.90378371425345,2.0772870079253267,69.7251443017916,Elodea candensis
Angle_2012,Angle,2012,A82,Heteranthera,Aquatic plant,NA,NA,NA,NA,-13.52153686414486,927.834541629797,4.038427893480961,62.5545202547396,Heteranthera
Angle_2012,Angle,2012,A86,Isoetes,Aquatic plant,NA,NA,NA,NA,-22.122166803834244,889.4126286388454,3.6785305211296704,60.97014541107535,Isoetes
Angle_2012,Angle,2012,A6,Ambloplites rupestris,Fish,8.2,NA,11.7,NA,-22.12938188492289,436.2532533638149,10.955026031573604,136.7786506795824,Ambloplites rupestris
Angle_2012,Angle,2012,A3,Ambloplites rupestris,Fish,14.4,NA,67,NA,-22.023846361463303,503.751038477033,12.186822474167414,158.21340805037156,Ambloplites rupestris
Angle_2012,Angle,2012,A4,Ambloplites rupestris,Fish,14.7,NA,77.400000000000006,NA,-19.136903753049086,461.31542180292803,11.344613406858947,147.8267036262923,Ambloplites rupestris
Angle_2012,Angle,2012,A5,Ambloplites rupestris,Fish,10.7,NA,28.3,NA,-23.36352234459623,386.5949848498252,11.706914330809607,120.92983538284135,Ambloplites rupestris
Angle_2012,Angle,2012,A7,Ambloplites rupestris,Fish,16.1,NA,115.4,NA,-23.476564965263496,419.89395680016906,12.216457990104285,133.27180265346072,Ambloplites rupestris
Angle_2012,Angle,2012,A8,Ambloplites rupestris,Fish,13.5,NA,56.5,NA,-21.48149617503573,510.27277189210787,12.26514136367742,161.6583732255869,Ambloplites rupestris
Angle_2012,Angle,2012,A1,Cottidae,Fish,12.1,NA,NA,NA,-20.717791759427193,412.80139675689827,9.126704049289874,129.75631981093352,Cottidae
Angle_2012,Angle,2012,A2,Cottidae,Fish,10.3,NA,NA,NA,-23.117535959433074,541.768833986189,9.17151412080958,163.9502195555052,Cottidae
Angle_2012,Angle,2012,A17,Cottidae,Fish,14.2,NA,NA,NA,-25.781650282134432,453.6906356014162,11.186389896024671,142.02273243800454,Cottidae
Angle_2012,Angle,2012,A18,Cottidae,Fish,11.9,NA,NA,NA,-24.69511310878824,479.82244941532605,9.070276977543974,150.14157613329198,Cottidae
Angle_2012,Angle,2012,A19,Cottidae,Fish,14.1,NA,NA,NA,-23.383478965479604,473.2922251603789,9.137461753815606,150.71969462001377,Cottidae
Angle_2012,Angle,2012,A20,Cottidae,Fish,10.8,NA,NA,NA,-21.10415272872875,444.4286372729341,10.189094712410762,137.36228585456325,Cottidae
Angle_2012,Angle,2012,A9,Lepomis gibbosus,Fish,9.7,NA,NA,NA,-22.943121006411534,482.5428391931395,11.080208146294995,148.4057815370591,Lepomis gibbosus
Angle_2012,Angle,2012,A10,Lepomis gibbosus,Fish,6.3,NA,NA,NA,-17.351964042240166,456.4140578220412,9.749426439374249,140.27686388929854,Lepomis gibbosus
Angle_2012,Angle,2012,A11,Lepomis gibbosus,Fish,11,NA,NA,NA,-21.78713124162558,524.3969525133163,11.536616450904152,162.2316945920834,Lepomis gibbosus
Angle_2012,Angle,2012,A12,Lepomis gibbosus,Fish,10,NA,NA,NA,-19.016592895855347,546.652344460023,10.723931824374334,169.66304545951238,Lepomis gibbosus
Angle_2012,Angle,2012,A13,Lepomis gibbosus,Fish,9.5,NA,NA,NA,-18.33274608034779,467.8489817449677,10.21496733847686,144.92771623228924,Lepomis gibbosus
Angle_2012,Angle,2012,A14,Lepomis gibbosus,Fish,8.9,NA,NA,NA,-22.792071684420186,540.6834704494858,11.480086541716808,167.9517161764285,Lepomis gibbosus
Angle_2012,Angle,2012,A15,Lepomis gibbosus,Fish,9.3,NA,NA,NA,-23.719272855903995,431.3466584190782,11.551563320338774,135.02630601857226,Lepomis gibbosus
Angle_2012,Angle,2012,A16,Lepomis gibbosus,Fish,11.3,NA,NA,NA,-23.36048837401427,470.02643073327283,11.288740625552801,148.4057815370591,Lepomis gibbosus
Angle_2012,Angle,2012,A26,Oncorhynchus mykiss,Fish,24,NA,188.7,NA,-20.414708882417326,491.7898016593478,10.538435283985441,149.56321779055898,Oncorhynchus mykiss
Angle_2012,Angle,2012,A27,Oncorhynchus mykiss,Fish,20.4,NA,113.7,NA,-27.893126208923597,630.0560506662085,11.060115553480605,135.6106607615869,Oncorhynchus mykiss
Angle_2012,Angle,2012,A28,Oncorhynchus mykiss,Fish,20.6,NA,123.2,NA,-28.737519947710652,673.2643860231494,10.876179073073784,132.68648848640103,Oncorhynchus mykiss
Angle_2012,Angle,2012,A29,Oncorhynchus mykiss,Fish,21.8,NA,149.1,NA,-28.690229187985885,651.670326487384,11.092017846080708,123.28884139591376,Oncorhynchus mykiss
Angle_2012,Angle,2012,A30,Oncorhynchus mykiss,Fish,26.8,NA,279,NA,-20.752503825916037,524.9400196546084,10.412885755734523,141.44101611111378,Oncorhynchus mykiss
Angle_2012,Angle,2012,A21,Perca flavescens,Fish,14.7,NA,35.700000000000003,NA,-24.525264473945644,543.3967845274058,10.410757156292966,170.80273236817862,Perca flavescens
Angle_2012,Angle,2012,A22,Perca flavescens,Fish,13.9,NA,30.5,NA,-24.399241090657874,508.6425091132473,10.238703899200132,159.36268919948841,Perca flavescens
Angle_2012,Angle,2012,A23,Perca flavescens,Fish,14,NA,34,NA,-24.25340392312594,473.836480008439,10.287261725476242,148.4057815370591,Perca flavescens
Angle_2012,Angle,2012,A24,Perca flavescens,Fish,14.3,NA,32.9,NA,-24.337546464628353,433.52749363518944,11.303236002002626,136.7786506795824,Perca flavescens
Angle_2012,Angle,2012,A25,Perca flavescens,Fish,15.9,NA,49.5,NA,-24.381383666366613,526.0261160316577,10.438387385305402,165.09470358439674,Perca flavescens
Angle_2012,Angle,2012,A31,Perca flavescens,Fish,22.2,NA,131.4,NA,-25.117322548635478,447.69799482034387,11.887121451255389,134.44171141954635,Perca flavescens
Angle_2012,Angle,2012,A33,Perca flavescens,Fish,26,NA,299.8,NA,-22.0755809424322,444.9735617854484,11.740597954967473,138.52883663649118,Perca flavescens
Angle_2012,Angle,2012,A35,Perca flavescens,Fish,33.9,NA,194.5,NA,-23.306750243231612,510.8161675480379,12.055596960030874,159.93696999002992,Perca flavescens
Angle_2012,Angle,2012,A34,Bellayma chinesis,Gastropod,39,NA,NA,NA,-19.47503208078406,404.61502024258726,6.880917494605587,88.70763969272322,Bellayma chinesis
Angle_2012,Angle,2012,A38,Bellayma chinesis,Gastropod,45.1,NA,NA,NA,-13.701381339825442,278.18581859885,5.792017001548926,64.38841728775428,Bellayma chinesis
Angle_2012,Angle,2012,A39,Bellayma chinesis,Gastropod,45.9,NA,NA,NA,-19.78386815411947,316.02100333557587,5.662170354133376,61.62848918406739,Bellayma chinesis
Angle_2012,Angle,2012,A40,Bellayma chinesis,Gastropod,40.4,NA,NA,NA,-15.848764084351242,276.5394459675533,6.785543746720189,63.162382215032714,Bellayma chinesis
Angle_2012,Angle,2012,A41,Bellayma chinesis,Gastropod,42.6,NA,NA,NA,-15.671919546592632,335.7372192328139,5.551968644974761,71.72447981913744,Bellayma chinesis
Angle_2012,Angle,2012,A36,Bellayma chinesis,Gastropod,43.9,NA,NA,NA,-20.243339073878975,385.5024192614447,7.881928307056841,100.12483104076956,Bellayma chinesis
Angle_2012,Angle,2012,A37,Bellayma chinesis,Gastropod,38,NA,NA,NA,-20.79116378397943,322.0471399745372,7.305064150711625,79.63290429297201,Bellayma chinesis
Angle_2012,Angle,2012,A32,Bellayma chinesis,Gastropod,44.5,NA,NA,NA,-20.245750853424017,404.61502024258726,6.3223173036931195,87.50079310090284,Bellayma chinesis
Angle_2012,Angle,2012,A_POM_1M,POM,POM,NA,NA,NA,NA,-25.03649481947427,NA,4.3430168010813865,NA,POM
Angle_2012,Angle,2012,A_POM_8M,POM,POM,NA,NA,NA,NA,-30.16332766067661,NA,5.627408122229704,NA,POM
Angle_2012,Angle,2012,A42,Sediment,Sediment,NA,NA,NA,NA,-25.827952199529538,NA,5.329742465625133,NA,Sediment
Angle_2012,Angle,2012,A44,Sediment,Sediment,NA,NA,NA,NA,-24.4270909931809,NA,1.9137592556044638,NA,Sediment
Angle_2012,Angle,2012,A46,Sediment,Sediment,NA,NA,NA,NA,-27.6402591860197,NA,1.2606958676794509,NA,Sediment
Angle_2012,Angle,2012,A79,Cyperacea,Terrestrial plant,NA,NA,NA,NA,-20.813607700821898,973.2353240840644,5.980806398671546,61.387092026262856,Cyperacea
Angle_2012,Angle,2012,A84,Cyperacea,Terrestrial plant,NA,NA,NA,NA,-24.82412926512727,454.1715717733869,4.0690297628796,23.928577515178574,Cyperacea
Angle_2012,Angle,2012,A90,Populus balsamifera,Terrestrial plant,NA,NA,NA,NA,-29.81424422985394,1334.427466575719,8.88512332057661,40.86834966826354,Populus balsamifera
Angle_2012,Angle,2012,A91,Salix lucida,Terrestrial plant,NA,NA,NA,NA,-30.776146810190564,1503.5179436173569,-2.373112706239979,31.77346868066459,Salix lucida
Angle_2012,Angle,2012,A74,Cladocera,Zooplankton,NA,NA,NA,NA,-30.075336872380376,553.8286811826013,7.136650885458518,93.66555507813761,Cladocera
Angle_2012,Angle,2012,A75,Cladocera,Zooplankton,NA,NA,NA,NA,-30.39380746077289,536.6834636354706,6.913090631111223,85.30832342114971,Cladocera
Angle_2012,Angle,2012,A76,Cladocera,Zooplankton,NA,NA,NA,NA,-30.047312614267227,541.3597869739873,7.25355675512842,86.9793881047393,Cladocera
Angle_2012,Angle,2012,A77,Cladocera,Zooplankton,NA,NA,NA,NA,-29.95516949868303,430.61540391205364,6.454685111466268,70.11040411299209,Cladocera
Cottage_2009,Cottage,2009,CTG1,Periphyton,Algae,NA,NA,2.0299999999999998,A1,-12.262324999902596,899.2967374533837,3.0143820551291083,58.965080325348204,Periphyton
Cottage_2009,Cottage,2009,CTG2,Periphyton,Algae,NA,NA,2.1040000000000001,A2,-15.67130900060202,897.0825480309509,6.96818418936658,50.55563753006566,Periphyton
Cottage_2009,Cottage,2009,CTG3,Periphyton,Algae,NA,NA,2.0070000000000001,A3,-18.554376308869063,766.8170240228303,8.181572889666088,49.70802135366675,Periphyton
Cottage_2009,Cottage,2009,CTG16,Chironomidae,Aquatic invertebrate,NA,NA,0.79400000000000004,B10,-26.98827072539955,361.0327299472482,7.981221534280092,85.75615293652143,Chironomidae
Cottage_2009,Cottage,2009,CTG14 A,Isopoda,Aquatic invertebrate,NA,NA,0.86599999999999999,B6,-28.80971306238652,313.53629146856656,5.5162435853167295,60.10243461918772,Isopoda
Cottage_2009,Cottage,2009,CTG14 B,Isopoda,Aquatic invertebrate,NA,NA,0.95899999999999996,B7,-28.612084358799738,325.999552158459,5.304274252011283,63.53521994277205,Isopoda
Cottage_2009,Cottage,2009,CTG17,Odonata,Aquatic invertebrate,NA,NA,0.92800000000000005,B11,-36.124079132422594,441.88431196798973,9.709813492900015,98.78591301248376,Odonata
Cottage_2009,Cottage,2009,CTG15 B,Trichoptera,Aquatic invertebrate,NA,NA,1.3480000000000001,B9,-27.378022100499937,657.236114580532,7.055481279177202,132.51504468202694,Trichoptera
Cottage_2009,Cottage,2009,CTG15 A,Trichoptera,Aquatic invertebrate,NA,NA,0.69699999999999995,B8,-27.73717670329938,330.52747382654724,6.607172838118998,85.18838116241551,Trichoptera
Cottage_2009,Cottage,2009,CTG4,Macrophyte 1,Aquatic plant,NA,NA,2.0640000000000001,A4,-20.51677054413859,827.9085446652368,7.3267538850285865,72.71124672675214,Macrophyte 1
Cottage_2009,Cottage,2009,CTG5,Macrophyte 2,Aquatic plant,NA,NA,2.6139999999999999,A5,-18.220285497280827,1114.2243317896857,6.62533686616702,57.12541106950427,Macrophyte 2
Cottage_2009,Cottage,2009,CTG6,Macrophyte 3,Aquatic plant,NA,NA,2.3660000000000001,A6,-20.364948269767545,940.0649999783071,9.466573848426052,50.27323359039473,Macrophyte 3
Cottage_2009,Cottage,2009,CTG7,Macrophyte 4,Aquatic plant,NA,NA,2.206,A7,-22.96460928173065,1024.8014557952067,9.650202271817912,92.43717577168698,Macrophyte 4
Cottage_2009,Cottage,2009,CTG8,Macrophyte 5,Aquatic plant,NA,NA,2.2650000000000001,A8,-12.262300837210462,930.182317223527,12.591467037125724,94.52549890052933,Macrophyte 5
Cottage_2009,Cottage,2009,CTG13 A,Bivalvia,Bivalve,NA,NA,0.97899999999999998,B4,-16.65813962427218,143.0576373529606,6.6182040920403296,9.727632630995556,Bivalvia
Cottage_2009,Cottage,2009,CTG13 B,Bivalvia,Bivalve,NA,NA,0.871,B5,-16.078125766807993,130.3495531398776,7.144260775004765,8.971443206606406,Bivalvia
Cottage_2009,Cottage,2009,CTG18,Pacifastacus leniusculus,Crayfish,55.8,M,0.97399999999999998,B12,-27.662273993961946,448.58939340280915,11.744934250670662,134.75020848447258,Pacifastacus leniusculus
Cottage_2009,Cottage,2009,CTG19,Pacifastacus leniusculus,Crayfish,40.1,M,1.024,C1,-30.0613604699395,463.09989046701213,12.08368959390689,143.67405747485006,Pacifastacus leniusculus
Cottage_2009,Cottage,2009,CTG22,Ameiurus nebulosus,Fish,225,NA,1.052,C4,-31.20611819720722,494.2734229055556,12.499189192227629,152.0157443657562,Ameiurus nebulosus
